,Output,Time
92,1,2018-06-03 07:04:40
93,0,2018-06-03 07:04:40
94,0,2018-06-03 07:04:40
95,1,2018-06-03 07:04:40
96,1,2018-06-03 07:04:40
97,0,2018-06-03 07:04:40
98,0,2018-06-03 07:04:40
99,1,2018-06-03 07:04:40
100,0,2018-06-03 07:04:40
101,1,2018-06-03 07:04:40
102,1,2018-06-03 07:04:40
103,1,2018-06-03 07:04:40
104,0,2018-06-03 07:04:40
105,0,2018-06-03 07:04:40
106,1,2018-06-03 07:04:40
107,1,2018-06-03 07:04:40
108,0,2018-06-03 07:04:40
109,0,2018-06-03 07:04:40
110,0,2018-06-03 07:04:40
111,1,2018-06-03 07:04:40
112,0,2018-06-03 07:04:40
113,1,2018-06-03 07:04:40
114,1,2018-06-03 07:04:40
115,0,2018-06-03 07:04:40
116,0,2018-06-03 07:04:40
117,0,2018-06-03 07:04:40
118,0,2018-06-03 07:04:40
119,1,2018-06-03 07:04:40
120,0,2018-06-03 07:04:40
121,0,2018-06-03 07:04:40
122,0,2018-06-03 07:04:40
123,1,2018-06-03 07:04:40
124,0,2018-06-03 07:04:40
125,0,2018-06-03 07:04:40
126,0,2018-06-03 07:04:40
127,1,2018-06-03 07:04:40
128,0,2018-06-03 07:04:40
129,0,2018-06-03 07:04:40
130,0,2018-06-03 07:04:40
131,1,2018-06-03 07:04:40
132,0,2018-06-03 07:04:40
133,0,2018-06-03 07:04:40
134,1,2018-06-03 07:04:40
135,1,2018-06-03 07:04:40
136,0,2018-06-03 07:04:40
137,0,2018-06-03 07:04:40
138,0,2018-06-03 07:04:40
139,0,2018-06-03 07:04:40
140,0,2018-06-03 07:04:40
141,0,2018-06-03 07:04:40
142,0,2018-06-03 07:04:40
143,0,2018-06-03 07:04:40
144,1,2018-06-03 07:04:40
145,0,2018-06-03 07:04:40
146,0,2018-06-03 07:04:40
147,0,2018-06-03 07:04:40
148,0,2018-06-03 07:04:40
149,1,2018-06-03 07:04:40
150,1,2018-06-03 07:04:40
151,0,2018-06-03 07:04:40
152,0,2018-06-03 07:04:40
153,0,2018-06-03 07:04:40
154,0,2018-06-03 07:04:40
155,0,2018-06-03 07:04:40
156,0,2018-06-03 07:04:40
157,1,2018-06-03 07:04:40
158,0,2018-06-03 07:04:40
159,0,2018-06-03 07:04:40
160,0,2018-06-03 07:04:40
161,0,2018-06-03 07:04:40
162,0,2018-06-03 07:04:40
163,0,2018-06-03 07:04:40
164,0,2018-06-03 07:04:40
165,0,2018-06-03 07:04:40
166,0,2018-06-03 07:04:40
167,1,2018-06-03 07:04:40
168,1,2018-06-03 07:04:40
169,1,2018-06-03 07:04:40
170,0,2018-06-03 07:04:40
171,0,2018-06-03 07:04:40
172,0,2018-06-03 07:04:40
173,1,2018-06-03 07:04:40
174,0,2018-06-03 07:04:40
175,0,2018-06-03 07:04:40
176,0,2018-06-03 07:04:40
177,1,2018-06-03 07:04:40
178,0,2018-06-03 07:04:40
179,0,2018-06-03 07:04:40
180,1,2018-06-03 07:04:40
181,1,2018-06-03 07:04:40
182,0,2018-06-03 07:04:40
183,0,2018-06-03 07:04:40
184,1,2018-06-03 07:04:40
185,1,2018-06-03 07:04:40
186,0,2018-06-03 07:04:40
187,0,2018-06-03 07:04:40
188,1,2018-06-03 07:04:40
189,0,2018-06-03 07:04:40
190,0,2018-06-03 07:04:40
191,0,2018-06-03 07:04:40
192,0,2018-06-03 07:04:40
193,0,2018-06-03 07:04:40
194,0,2018-06-03 07:04:40
195,0,2018-06-03 07:04:40
196,0,2018-06-03 07:04:40
197,0,2018-06-03 07:04:40
198,0,2018-06-03 07:04:40
199,0,2018-06-03 07:04:40
200,1,2018-06-03 07:04:40
201,0,2018-06-03 07:04:40
202,0,2018-06-03 07:04:40
203,0,2018-06-03 07:04:40
204,0,2018-06-03 07:04:40
205,0,2018-06-03 07:04:40
206,0,2018-06-03 07:04:40
207,0,2018-06-03 07:04:40
208,0,2018-06-03 07:04:40
209,0,2018-06-03 07:04:40
210,1,2018-06-03 07:04:40
211,0,2018-06-03 07:04:40
212,0,2018-06-03 07:04:40
213,0,2018-06-03 07:04:40
214,1,2018-06-03 07:04:40
215,0,2018-06-03 07:04:40
216,1,2018-06-03 07:04:40
217,1,2018-06-03 07:04:40
218,1,2018-06-03 07:04:40
219,1,2018-06-03 07:04:40
220,0,2018-06-03 07:04:40
221,1,2018-06-03 07:04:40
222,0,2018-06-03 07:04:40
223,0,2018-06-03 07:04:40
224,0,2018-06-03 07:04:40
225,0,2018-06-03 07:04:40
226,0,2018-06-03 07:04:40
227,0,2018-06-03 07:04:40
228,0,2018-06-03 07:04:40
229,0,2018-06-03 07:04:40
230,1,2018-06-03 07:04:40
231,0,2018-06-03 07:04:40
232,0,2018-06-03 07:04:40
233,0,2018-06-03 07:04:40
234,0,2018-06-03 07:04:40
235,0,2018-06-03 07:04:40
236,0,2018-06-03 07:04:40
237,0,2018-06-03 07:04:40
238,0,2018-06-03 07:04:40
239,1,2018-06-03 07:04:40
240,0,2018-06-03 07:04:40
241,0,2018-06-03 07:04:40
242,0,2018-06-03 07:04:40
243,1,2018-06-03 07:04:40
244,0,2018-06-03 07:04:40
245,1,2018-06-03 07:04:40
246,0,2018-06-03 07:04:40
247,1,2018-06-03 07:04:40
248,1,2018-06-03 07:04:40
249,0,2018-06-03 07:04:40
250,0,2018-06-03 07:04:40
251,1,2018-06-03 07:04:40
252,0,2018-06-03 07:04:40
253,0,2018-06-03 07:04:40
254,0,2018-06-03 07:04:40
255,0,2018-06-03 07:04:40
256,0,2018-06-03 07:04:40
257,0,2018-06-03 07:04:40
258,0,2018-06-03 07:04:40
259,1,2018-06-03 07:04:40
260,0,2018-06-03 07:04:40
261,0,2018-06-03 07:04:40
262,0,2018-06-03 07:04:40
263,1,2018-06-03 07:04:40
264,0,2018-06-03 07:04:40
265,1,2018-06-03 07:04:40
266,0,2018-06-03 07:04:40
267,0,2018-06-03 07:04:40
268,0,2018-06-03 07:04:40
269,0,2018-06-03 07:04:40
270,0,2018-06-03 07:04:40
271,0,2018-06-03 07:04:40
272,0,2018-06-03 07:04:40
273,0,2018-06-03 07:04:40
274,1,2018-06-03 07:04:40
275,1,2018-06-03 07:04:40
276,0,2018-06-03 07:04:40
277,0,2018-06-03 07:04:40
278,0,2018-06-03 07:04:40
279,0,2018-06-03 07:04:40
280,1,2018-06-03 07:04:40
281,0,2018-06-03 07:04:40
282,0,2018-06-03 07:04:40
283,0,2018-06-03 07:04:40
284,1,2018-06-03 07:04:40
285,0,2018-06-03 07:04:40
286,1,2018-06-03 07:04:40
287,0,2018-06-03 07:04:40
288,0,2018-06-03 07:04:40
289,0,2018-06-03 07:04:40
290,1,2018-06-03 07:04:40
291,1,2018-06-03 07:04:40
292,0,2018-06-03 07:04:40
293,1,2018-06-03 07:04:40
294,0,2018-06-03 07:04:40
295,1,2018-06-03 07:04:40
296,0,2018-06-03 07:04:40
297,0,2018-06-03 07:04:40
298,0,2018-06-03 07:04:40
299,1,2018-06-03 07:04:40
300,0,2018-06-03 07:04:40
301,0,2018-06-03 07:04:40
302,0,2018-06-03 07:04:40
303,1,2018-06-03 07:04:40
304,1,2018-06-03 07:04:40
305,0,2018-06-03 07:04:40
306,0,2018-06-03 07:04:40
307,0,2018-06-03 07:04:40
308,0,2018-06-03 07:04:40
309,0,2018-06-03 07:04:40
310,0,2018-06-03 07:04:40
311,1,2018-06-03 07:04:40
312,0,2018-06-03 07:04:40
313,0,2018-06-03 07:04:40
314,0,2018-06-03 07:04:40
315,1,2018-06-03 07:04:40
316,1,2018-06-03 07:04:40
317,0,2018-06-03 07:04:40
318,1,2018-06-03 07:04:40
319,0,2018-06-03 07:04:40
320,0,2018-06-03 07:04:40
321,1,2018-06-03 07:04:40
322,1,2018-06-03 07:04:40
323,0,2018-06-03 07:04:40
324,0,2018-06-03 07:04:40
325,0,2018-06-03 07:04:40
326,0,2018-06-03 07:04:40
327,1,2018-06-03 07:04:40
328,0,2018-06-03 07:04:40
329,0,2018-06-03 07:04:40
330,1,2018-06-03 07:04:40
331,0,2018-06-03 07:04:40
332,0,2018-06-03 07:04:40
333,1,2018-06-03 07:04:40
334,0,2018-06-03 07:04:40
335,1,2018-06-03 07:04:40
336,0,2018-06-03 07:04:40
337,0,2018-06-03 07:04:40
338,0,2018-06-03 07:04:40
339,1,2018-06-03 07:04:40
340,0,2018-06-03 07:04:40
341,0,2018-06-03 07:04:40
342,0,2018-06-03 07:04:40
343,0,2018-06-03 07:04:40
344,0,2018-06-03 07:04:40
345,0,2018-06-03 07:04:40
346,1,2018-06-03 07:04:40
347,0,2018-06-03 07:04:40
348,0,2018-06-03 07:04:40
349,0,2018-06-03 07:04:40
350,0,2018-06-03 07:04:40
351,0,2018-06-03 07:04:40
352,0,2018-06-03 07:04:40
353,1,2018-06-03 07:04:40
354,0,2018-06-03 07:04:40
355,0,2018-06-03 07:04:40
356,0,2018-06-03 07:04:40
357,1,2018-06-03 07:04:40
358,0,2018-06-03 07:04:40
359,0,2018-06-03 07:04:40
360,1,2018-06-03 07:04:40
361,0,2018-06-03 07:04:40
362,0,2018-06-03 07:04:40
363,0,2018-06-03 07:04:40
364,0,2018-06-03 07:04:40
365,0,2018-06-03 07:04:40
366,0,2018-06-03 07:04:40
367,1,2018-06-03 07:04:40
368,0,2018-06-03 07:04:40
369,0,2018-06-03 07:04:40
370,0,2018-06-03 07:04:40
371,0,2018-06-03 07:04:40
372,0,2018-06-03 07:04:40
373,1,2018-06-03 07:04:40
374,0,2018-06-03 07:04:40
375,0,2018-06-03 07:04:40
376,1,2018-06-03 07:04:40
377,0,2018-06-03 07:04:40
378,0,2018-06-03 07:04:40
379,1,2018-06-03 07:04:40
380,0,2018-06-03 07:04:40
381,1,2018-06-03 07:04:40
382,0,2018-06-03 07:04:40
383,0,2018-06-03 07:04:40
384,0,2018-06-03 07:04:40
385,1,2018-06-03 07:04:40
386,0,2018-06-03 07:04:40
387,1,2018-06-03 07:04:40
388,1,2018-06-03 07:04:40
389,0,2018-06-03 07:04:40
390,0,2018-06-03 07:04:40
391,0,2018-06-03 07:04:40
392,0,2018-06-03 07:04:40
393,0,2018-06-03 07:04:40
394,1,2018-06-03 07:04:40
395,0,2018-06-03 07:04:40
396,1,2018-06-03 07:04:40
397,0,2018-06-03 07:04:40
398,1,2018-06-03 07:04:40
399,1,2018-06-03 07:04:40
400,0,2018-06-03 07:04:40
401,0,2018-06-03 07:04:40
402,0,2018-06-03 07:04:40
403,0,2018-06-03 07:04:40
404,0,2018-06-03 07:04:40
405,0,2018-06-03 07:04:40
406,0,2018-06-03 07:04:40
407,1,2018-06-03 07:04:40
408,1,2018-06-03 07:04:40
409,1,2018-06-03 07:04:40
410,1,2018-06-03 07:04:40
411,1,2018-06-03 07:04:40
412,0,2018-06-03 07:04:40
413,0,2018-06-03 07:04:40
414,1,2018-06-03 07:04:40
415,1,2018-06-03 07:04:40
416,1,2018-06-03 07:04:40
417,0,2018-06-03 07:04:40
418,0,2018-06-03 07:04:40
419,0,2018-06-03 07:04:40
420,1,2018-06-03 07:04:40
421,0,2018-06-03 07:04:40
422,0,2018-06-03 07:04:40
423,0,2018-06-03 07:04:40
424,1,2018-06-03 07:04:40
425,0,2018-06-03 07:04:40
426,1,2018-06-03 07:04:40
427,1,2018-06-03 07:04:40
428,1,2018-06-03 07:04:40
429,1,2018-06-03 07:04:40
430,1,2018-06-03 07:04:40
431,1,2018-06-03 07:04:40
432,0,2018-06-03 07:04:40
433,0,2018-06-03 07:04:40
434,1,2018-06-03 07:04:40
435,0,2018-06-03 07:04:40
436,0,2018-06-03 07:04:40
437,0,2018-06-03 07:04:40
438,1,2018-06-03 07:04:40
439,1,2018-06-03 07:04:40
440,0,2018-06-03 07:04:40
441,0,2018-06-03 07:04:40
442,0,2018-06-03 07:04:40
443,1,2018-06-03 07:04:40
444,0,2018-06-03 07:04:40
445,0,2018-06-03 07:04:40
446,0,2018-06-03 07:04:40
447,1,2018-06-03 07:04:40
448,0,2018-06-03 07:04:40
449,0,2018-06-03 07:04:40
450,1,2018-06-03 07:04:40
451,0,2018-06-03 07:04:40
452,0,2018-06-03 07:04:40
453,0,2018-06-03 07:04:40
454,0,2018-06-03 07:04:40
455,1,2018-06-03 07:04:40
456,0,2018-06-03 07:04:40
457,1,2018-06-03 07:04:40
458,0,2018-06-03 07:04:40
459,0,2018-06-03 07:04:40
460,0,2018-06-03 07:04:40
461,1,2018-06-03 07:04:40
462,0,2018-06-03 07:04:40
463,0,2018-06-03 07:04:40
464,0,2018-06-03 07:04:40
465,1,2018-06-03 07:04:40
466,0,2018-06-03 07:04:40
467,1,2018-06-03 07:04:40
468,1,2018-06-03 07:04:40
469,1,2018-06-03 07:04:40
470,0,2018-06-03 07:04:40
471,0,2018-06-03 07:04:40
472,1,2018-06-03 07:04:40
473,1,2018-06-03 07:04:40
474,1,2018-06-03 07:04:40
475,0,2018-06-03 07:04:40
476,1,2018-06-03 07:04:40
477,0,2018-06-03 07:04:40
478,0,2018-06-03 07:04:40
479,1,2018-06-03 07:04:40
480,0,2018-06-03 07:04:40
481,0,2018-06-03 07:04:40
482,0,2018-06-03 07:04:40
483,1,2018-06-03 07:04:40
484,1,2018-06-03 07:04:40
485,0,2018-06-03 07:04:40
486,0,2018-06-03 07:04:40
487,1,2018-06-03 07:04:40
488,0,2018-06-03 07:04:40
489,0,2018-06-03 07:04:40
490,0,2018-06-03 07:04:40
491,0,2018-06-03 07:04:40
492,0,2018-06-03 07:04:40
493,1,2018-06-03 07:04:40
494,0,2018-06-03 07:04:40
495,0,2018-06-03 07:04:40
496,0,2018-06-03 07:04:40
497,0,2018-06-03 07:04:40
498,0,2018-06-03 07:04:40
499,1,2018-06-03 07:04:40
500,1,2018-06-03 07:04:40
501,0,2018-06-03 07:04:40
502,0,2018-06-03 07:04:40
503,0,2018-06-03 07:04:40
504,0,2018-06-03 07:04:40
505,0,2018-06-03 07:04:40
506,0,2018-06-03 07:04:40
507,0,2018-06-03 07:04:40
508,0,2018-06-03 07:04:40
509,0,2018-06-03 07:04:40
510,1,2018-06-03 07:04:40
511,1,2018-06-03 07:04:40
512,0,2018-06-03 07:04:40
513,0,2018-06-03 07:04:40
514,0,2018-06-03 07:04:40
515,0,2018-06-03 07:04:40
516,0,2018-06-03 07:04:40
517,0,2018-06-03 07:04:40
518,1,2018-06-03 07:04:40
519,0,2018-06-03 07:04:40
520,0,2018-06-03 07:04:40
521,0,2018-06-03 07:04:40
522,0,2018-06-03 07:04:40
523,0,2018-06-03 07:04:40
524,0,2018-06-03 07:04:40
525,0,2018-06-03 07:04:40
526,0,2018-06-03 07:04:40
527,0,2018-06-03 07:04:40
528,0,2018-06-03 07:04:40
529,0,2018-06-03 07:04:40
530,1,2018-06-03 07:04:40
531,0,2018-06-03 07:04:40
532,1,2018-06-03 07:04:40
533,1,2018-06-03 07:04:40
534,0,2018-06-03 07:04:40
535,1,2018-06-03 07:04:40
536,0,2018-06-03 07:04:40
537,0,2018-06-03 07:04:40
538,1,2018-06-03 07:04:40
539,0,2018-06-03 07:04:40
540,0,2018-06-03 07:04:40
541,0,2018-06-03 07:04:40
542,1,2018-06-03 07:04:40
543,1,2018-06-03 07:04:40
544,0,2018-06-03 07:04:40
545,0,2018-06-03 07:04:40
546,0,2018-06-03 07:04:40
547,0,2018-06-03 07:04:40
548,0,2018-06-03 07:04:40
549,1,2018-06-03 07:04:40
550,0,2018-06-03 07:04:40
551,0,2018-06-03 07:04:40
552,0,2018-06-03 07:04:40
553,1,2018-06-03 07:04:40
554,1,2018-06-03 07:04:40
555,0,2018-06-03 07:04:40
556,0,2018-06-03 07:04:40
557,0,2018-06-03 07:04:40
558,1,2018-06-03 07:04:40
559,0,2018-06-03 07:04:40
560,0,2018-06-03 07:04:40
561,0,2018-06-03 07:04:40
562,1,2018-06-03 07:04:40
563,1,2018-06-03 07:04:40
564,0,2018-06-03 07:04:40
565,1,2018-06-03 07:04:40
566,0,2018-06-03 07:04:40
567,1,2018-06-03 07:04:40
568,1,2018-06-03 07:04:40
569,0,2018-06-03 07:04:40
570,0,2018-06-03 07:04:40
571,0,2018-06-03 07:04:40
572,0,2018-06-03 07:04:40
573,1,2018-06-03 07:04:40
574,0,2018-06-03 07:04:40
575,0,2018-06-03 07:04:40
576,1,2018-06-03 07:04:40
577,1,2018-06-03 07:04:40
578,1,2018-06-03 07:04:40
579,0,2018-06-03 07:04:40
580,0,2018-06-03 07:04:40
581,0,2018-06-03 07:04:40
582,1,2018-06-03 07:04:40
583,0,2018-06-03 07:04:40
584,0,2018-06-03 07:04:40
585,0,2018-06-03 07:04:40
586,1,2018-06-03 07:04:40
587,0,2018-06-03 07:04:40
588,0,2018-06-03 07:04:40
589,0,2018-06-03 07:04:40
590,1,2018-06-03 07:04:40
591,1,2018-06-03 07:04:40
592,1,2018-06-03 07:04:40
593,0,2018-06-03 07:04:40
594,1,2018-06-03 07:04:40
595,0,2018-06-03 07:04:40
596,0,2018-06-03 07:04:40
597,0,2018-06-03 07:04:40
598,1,2018-06-03 07:04:40
599,0,2018-06-03 07:04:40
600,0,2018-06-03 07:04:40
601,0,2018-06-03 07:04:40
602,0,2018-06-03 07:04:40
603,0,2018-06-03 07:04:40
604,0,2018-06-03 07:04:40
605,1,2018-06-03 07:04:40
606,0,2018-06-03 07:04:40
607,0,2018-06-03 07:04:40
608,1,2018-06-03 07:04:40
609,0,2018-06-03 07:04:40
610,0,2018-06-03 07:04:40
611,1,2018-06-03 07:04:40
612,0,2018-06-03 07:04:40
613,1,2018-06-03 07:04:40
614,0,2018-06-03 07:04:40
615,0,2018-06-03 07:04:40
616,0,2018-06-03 07:04:40
617,0,2018-06-03 07:04:40
618,0,2018-06-03 07:04:40
619,0,2018-06-03 07:04:40
620,0,2018-06-03 07:04:40
621,1,2018-06-03 07:04:40
622,0,2018-06-03 07:04:40
623,1,2018-06-03 07:04:40
624,1,2018-06-03 07:04:40
625,0,2018-06-03 07:04:40
626,0,2018-06-03 07:04:40
627,0,2018-06-03 07:04:40
628,0,2018-06-03 07:04:40
629,0,2018-06-03 07:04:40
630,0,2018-06-03 07:04:40
631,0,2018-06-03 07:04:40
632,0,2018-06-03 07:04:40
633,1,2018-06-03 07:04:40
634,0,2018-06-03 07:04:40
635,0,2018-06-03 07:04:40
636,0,2018-06-03 07:04:40
637,1,2018-06-03 07:04:40
638,0,2018-06-03 07:04:40
639,0,2018-06-03 07:04:40
640,1,2018-06-03 07:04:40
641,0,2018-06-03 07:04:40
642,0,2018-06-03 07:04:40
643,0,2018-06-03 07:04:40
644,0,2018-06-03 07:04:40
645,0,2018-06-03 07:04:40
646,0,2018-06-03 07:04:40
647,1,2018-06-03 07:04:40
648,0,2018-06-03 07:04:40
649,0,2018-06-03 07:04:40
650,0,2018-06-03 07:04:40
651,1,2018-06-03 07:04:40
652,0,2018-06-03 07:04:40
653,1,2018-06-03 07:04:40
654,0,2018-06-03 07:04:40
655,0,2018-06-03 07:04:40
656,1,2018-06-03 07:04:40
657,1,2018-06-03 07:04:40
658,0,2018-06-03 07:04:40
659,0,2018-06-03 07:04:40
660,0,2018-06-03 07:04:40
661,0,2018-06-03 07:04:40
662,0,2018-06-03 07:04:40
663,0,2018-06-03 07:04:40
664,0,2018-06-03 07:04:40
665,0,2018-06-03 07:04:40
666,0,2018-06-03 07:04:40
667,0,2018-06-03 07:04:40
668,1,2018-06-03 07:04:40
669,0,2018-06-03 07:04:40
670,0,2018-06-03 07:04:40
671,0,2018-06-03 07:04:40
672,0,2018-06-03 07:04:40
673,1,2018-06-03 07:04:40
674,0,2018-06-03 07:04:40
675,0,2018-06-03 07:04:40
676,1,2018-06-03 07:04:40
677,0,2018-06-03 07:04:40
678,0,2018-06-03 07:04:40
679,0,2018-06-03 07:04:40
680,0,2018-06-03 07:04:40
681,0,2018-06-03 07:04:40
682,0,2018-06-03 07:04:40
683,1,2018-06-03 07:04:40
684,1,2018-06-03 07:04:40
685,0,2018-06-03 07:04:40
686,0,2018-06-03 07:04:40
687,0,2018-06-03 07:04:40
688,0,2018-06-03 07:04:40
689,0,2018-06-03 07:04:40
690,0,2018-06-03 07:04:40
691,0,2018-06-03 07:04:40
692,0,2018-06-03 07:04:40
693,0,2018-06-03 07:04:40
694,1,2018-06-03 07:04:40
695,0,2018-06-03 07:04:40
696,1,2018-06-03 07:04:40
697,0,2018-06-03 07:04:40
698,0,2018-06-03 07:04:40
699,0,2018-06-03 07:04:40
700,1,2018-06-03 07:04:40
701,0,2018-06-03 07:04:40
702,0,2018-06-03 07:04:40
703,0,2018-06-03 07:04:40
704,1,2018-06-03 07:04:40
705,0,2018-06-03 07:04:40
706,0,2018-06-03 07:04:40
707,0,2018-06-03 07:04:40
708,1,2018-06-03 07:04:40
709,0,2018-06-03 07:04:40
710,1,2018-06-03 07:04:40
711,0,2018-06-03 07:04:40
712,0,2018-06-03 07:04:40
713,1,2018-06-03 07:04:40
714,1,2018-06-03 07:04:40
715,1,2018-06-03 07:04:40
716,0,2018-06-03 07:04:40
717,0,2018-06-03 07:04:40
718,1,2018-06-03 07:04:40
719,0,2018-06-03 07:04:40
720,1,2018-06-03 07:04:40
721,0,2018-06-03 07:04:40
722,0,2018-06-03 07:04:40
723,0,2018-06-03 07:04:40
724,1,2018-06-03 07:04:40
725,0,2018-06-03 07:04:40
726,0,2018-06-03 07:04:40
727,0,2018-06-03 07:04:40
728,0,2018-06-03 07:04:40
729,1,2018-06-03 07:04:40
730,0,2018-06-03 07:04:40
731,0,2018-06-03 07:04:40
732,1,2018-06-03 07:04:40
733,1,2018-06-03 07:04:40
734,0,2018-06-03 07:04:40
735,1,2018-06-03 07:04:40
736,1,2018-06-03 07:04:40
737,0,2018-06-03 07:04:40
738,1,2018-06-03 07:04:40
739,0,2018-06-03 07:04:40
740,1,2018-06-03 07:04:40
741,1,2018-06-03 07:04:40
742,0,2018-06-03 07:04:40
743,0,2018-06-03 07:04:40
744,1,2018-06-03 07:04:40
745,0,2018-06-03 07:04:40
746,0,2018-06-03 07:04:40
747,1,2018-06-03 07:04:40
748,0,2018-06-03 07:04:40
749,1,2018-06-03 07:04:40
750,1,2018-06-03 07:04:40
751,0,2018-06-03 07:04:40
752,0,2018-06-03 07:04:40
753,0,2018-06-03 07:04:40
754,0,2018-06-03 07:04:40
755,0,2018-06-03 07:04:40
756,1,2018-06-03 07:04:40
757,0,2018-06-03 07:04:40
758,1,2018-06-03 07:04:40
759,0,2018-06-03 07:04:40
760,0,2018-06-03 07:04:40
761,1,2018-06-03 07:04:40
762,1,2018-06-03 07:04:40
763,1,2018-06-03 07:04:40
764,1,2018-06-03 07:04:40
765,1,2018-06-03 07:04:40
766,0,2018-06-03 07:04:40
767,0,2018-06-03 07:04:40
768,0,2018-06-03 07:04:40
769,0,2018-06-03 07:04:40
770,0,2018-06-03 07:04:40
771,0,2018-06-03 07:04:40
772,1,2018-06-03 07:04:40
773,0,2018-06-03 07:04:40
774,1,2018-06-03 07:04:40
775,0,2018-06-03 07:04:40
776,0,2018-06-03 07:04:40
777,1,2018-06-03 07:04:40
778,0,2018-06-03 07:04:40
779,0,2018-06-03 07:04:40
780,0,2018-06-03 07:04:40
781,0,2018-06-03 07:04:40
782,0,2018-06-03 07:04:40
783,0,2018-06-03 07:04:40
784,0,2018-06-03 07:04:40
785,0,2018-06-03 07:04:40
786,0,2018-06-03 07:04:40
787,0,2018-06-03 07:04:40
788,0,2018-06-03 07:04:40
789,0,2018-06-03 07:04:40
790,0,2018-06-03 07:04:40
791,0,2018-06-03 07:04:40
792,0,2018-06-03 07:04:40
793,0,2018-06-03 07:04:40
794,1,2018-06-03 07:04:40
795,1,2018-06-03 07:04:40
796,1,2018-06-03 07:04:40
797,0,2018-06-03 07:04:40
798,0,2018-06-03 07:04:40
799,1,2018-06-03 07:04:40
800,0,2018-06-03 07:04:40
801,0,2018-06-03 07:04:40
802,0,2018-06-03 07:04:40
803,0,2018-06-03 07:04:40
804,0,2018-06-03 07:04:40
805,0,2018-06-03 07:04:40
806,0,2018-06-03 07:04:40
807,0,2018-06-03 07:04:40
808,0,2018-06-03 07:04:40
809,0,2018-06-03 07:04:40
810,0,2018-06-03 07:04:40
811,1,2018-06-03 07:04:40
812,1,2018-06-03 07:04:40
813,0,2018-06-03 07:04:40
814,0,2018-06-03 07:04:40
815,0,2018-06-03 07:04:40
816,0,2018-06-03 07:04:40
817,1,2018-06-03 07:04:40
818,0,2018-06-03 07:04:40
819,1,2018-06-03 07:04:40
820,1,2018-06-03 07:04:40
821,0,2018-06-03 07:04:40
